Jour;T_Mean;T_Min;T_Max;H_Moy;DJ
2008-10-20;15.2914545454545;8.175;18.711;74.4824545454545;13.443
2008-10-21;10.56025;7.672;13.698;86.0685833333333;10.685
2008-10-22;7.16808333333333;1.637;10.686;96.0501666666667;6.1615
2008-10-23;4.7805;1.637;9.18;105.351;5.4085
2008-10-24;7.0015;5.159;10.686;102.593166666667;7.9225
2008-10-25;4.90708333333333;2.643;8.175;106.38825;5.409
2008-10-26;6.43461538461538;5.159;10.184;96.6882307692308;7.6715
2008-10-27;7.42025;5.159;11.69;82.4405833333333;8.4245
2008-10-28;2.47516666666667;0.63;5.661;108.875083333333;3.1455
2008-10-29;1.38508333333333;0.63;1.637;112.002;1.1335
2008-10-30;-0.378;-3.905;1.637;112.422333333333;-1.134
2008-10-31;2.8525;-0.378;5.159;108.597666666667;2.3905
2008-11-01;6.91816666666667;4.656;8.677;90.3576666666667;6.6665
2008-11-02;7.71358333333333;3.65;10.686;82.1396666666667;7.168
2008-11-03;5.15858333333333;4.153;7.672;95.0738333333333;5.9125
2008-11-04;5.32591666666667;2.643;8.677;96.1845833333333;5.66
2008-11-05;4.27841666666667;3.146;6.164;101.987083333333;4.655
2008-11-06;4.19458333333333;2.14;6.667;102.922666666667;4.4035
2008-11-07;3.06233333333333;1.637;5.661;106.556;3.649
2008-11-08;2.55875;0.126;7.17;105.2425;3.648
2008-11-09;4.78075;1.133;8.677;97.3111666666667;4.905
2008-11-10;4.73925;2.643;7.672;87.2934166666667;5.1575
2008-11-11;4.6135;1.133;6.164;100.19975;3.6485
2008-11-12;1.17516666666667;-0.378;2.14;110.681416666667;0.881
2008-11-13;-0.084;-0.378;0.63;111.625916666667;0.126
2008-11-14;0.587666666666667;0.126;1.637;111.67125;0.8815
2008-11-15;8.33333333333334e-05;-1.385;1.637;112.74925;0.126
2008-11-16;-0.251666666666667;-1.385;0.63;112.886666666667;-0.3775
2008-11-17;1.59458333333333;0.126;3.65;111.81;1.888
2008-11-18;0.755166666666667;-1.889;4.153;110.34625;1.132
2008-11-19;-0.377666666666667;-1.889;1.133;112.278;-0.378
2008-11-20;-0.587666666666667;-2.897;2.14;110.42275;-0.3785
2008-11-21;1.63633333333333;0.126;3.65;113.216;1.888
2008-11-22;-0.88125;-1.889;0.126;113.540666666667;-0.8815
2008-11-23;-1.76333333333333;-3.905;0.126;113.353333333333;-1.8895
2008-11-24;0.126;0.126;0.126;114.611083333333;0.126
2008-11-25;0.294;0.126;0.63;114.749916666667;0.378
2008-11-26;-0.08375;-2.897;0.63;115.396;-1.1335
2008-11-27;-3.14908333333333;-5.418;-1.889;114.286166666667;-3.6535
2008-11-28;-0.293666666666667;-2.393;0.63;114.610833333333;-0.8815
2008-11-29;-1.00766666666667;-2.897;0.126;112.382;-1.3855
2008-11-30;-1.931;-2.393;-1.385;114.611;-1.889
2008-12-01;-1.0495;-2.393;0.126;115.026916666667;-1.1335
2008-12-02;-0.084;-0.378;0.126;115.165333333333;-0.126
