Jour;T_Mean;T_Min;T_Max;H_Moy;DJ
2008-10-27;8.50244444444444;1.59;19.142;74.3943333333333;10.366
2008-10-28;1.129;0.585;2.594;107.615333333333;1.5895
2008-10-29;0.668666666666667;0.585;1.087;109.0435;0.836
2008-10-30;0.585;0.585;0.585;109.585583333333;0.585
2008-10-31;0.584916666666667;0.082;1.087;109.918;0.5845
2008-11-01;2.636;1.087;4.101;101.530083333333;2.594
2008-11-02;4.64408333333333;0.082;9.621;81.4883333333333;4.8515
2008-11-03;0.58475;0.082;1.59;106.373416666667;0.836
2008-11-04;2.42625;0.082;8.618;96.38625;4.35
2008-11-05;0.3335;-0.42;1.087;106.088833333333;0.3335
2008-11-06;0.207916666666667;-0.42;1.59;105.354166666667;0.585
2008-11-07;0.500666666666667;-1.425;5.607;100.276583333333;2.091
2008-11-08;0.3325;-3.436;7.112;102.170333333333;1.838
2008-11-09;1.88216666666667;-0.42;7.112;96.8401666666667;3.346
2008-11-10;2.09166666666667;0.082;5.105;83.586;2.5935
2008-11-11;0.752166666666667;0.082;2.092;107.529583333333;1.087
2008-11-12;0.082;0.082;0.082;109.210666666667;0.082
2008-11-13;0.123916666666667;0.082;0.585;109.62725;0.3335
2008-11-14;0.459;-0.42;2.092;109.292916666667;0.836
2008-11-15;2.71666666666667;-0.923;17.64;93.9225;8.3585
2008-11-16;1.58841666666667;-2.431;9.119;82.0386666666667;3.344
2008-11-17;-1.29983333333333;-3.939;0.585;104.52825;-1.677
2008-11-18;-2.389;-4.442;0.585;101.801333333333;-1.9285
2008-11-19;-1.38458333333333;-4.945;6.611;87.324;0.833
2008-11-20;-0.672083333333333;-3.939;4.101;79.6145833333333;0.081
2008-11-21;-1.174;-2.933;0.082;108.287583333333;-1.4255
2008-11-22;-1.34133333333333;-1.425;-0.923;109.752;-1.174
2008-11-23;-1.174;-1.425;-0.923;109.835333333333;-1.174
2008-11-24;-0.923;-0.923;-0.923;110.0845;-0.923
2008-11-25;-0.923;-0.923;-0.923;110.291416666667;-0.923
2008-11-26;-0.923;-0.923;-0.923;110.6225;-0.923
2008-11-27;-0.923;-0.923;-0.923;110.416;-0.923
2008-11-28;-0.923;-0.923;-0.923;110.4985;-0.923
