Jour;T_Mean;T_Min;T_Max;H_Moy;DJ
2008-10-20;13.9455454545455;7.615;18.635;84.3947272727273;13.125
2008-10-21;9.20241666666667;7.615;11.124;107.748666666667;9.3695
2008-10-22;7.40625;4.105;9.119;110.69275;6.612
2008-10-23;4.60666666666667;3.604;5.61;112.3055;4.607
2008-10-24;4.48116666666667;2.099;7.615;112.205666666667;4.857
2008-10-25;5.86033333333333;3.604;7.615;112.054;5.6095
2008-10-26;5.95692307692308;3.604;7.615;112.531076923077;5.6095
2008-10-27;5.86016666666667;2.6;9.119;112.85875;5.8595
2008-10-28;4.81558333333333;2.099;7.114;113.160833333333;4.6065
2008-10-29;0.383833333333333;0.091;1.095;115.26775;0.593
2008-10-30;0.091;0.091;0.091;114.966083333333;0.091
2008-10-31;2.05641666666667;0.091;5.108;113.301;2.5995
2008-11-01;8.45066666666667;6.111;10.622;95.3191666666667;8.3665
2008-11-02;7.49;6.111;8.618;103.9115;7.3645
2008-11-03;7.28116666666667;5.61;9.119;104.076416666667;7.3645
2008-11-04;6.11108333333333;4.607;7.615;110.6415;6.111
2008-11-05;6.11108333333333;4.607;8.117;110.023833333333;6.362
2008-11-06;5.35908333333333;3.604;7.114;112.00275;5.359
2008-11-07;5.06633333333333;2.6;7.615;112.154916666667;5.1075
2008-11-08;3.39425;0.593;6.111;113.562666666667;3.352
2008-11-09;4.52291666666667;2.099;8.117;112.757916666667;5.108
2008-11-10;3.10166666666667;0.593;6.613;113.1585;3.603
2008-11-11;5.56791666666667;2.6;7.114;113.060833333333;4.857
2008-11-12;3.93791666666667;2.099;5.108;114.315583333333;3.6035
2008-11-13;2.7675;2.099;3.102;114.064166666667;2.6005
2008-11-14;2.93466666666667;2.6;3.604;111.147083333333;3.102
2008-11-15;2.80925;2.099;3.102;112.406333333333;2.6005
2008-11-16;2.51675;2.099;3.102;112.305666666667;2.6005
2008-11-17;4.356;3.102;5.61;110.2845;4.356
2008-11-18;2.64191666666667;-0.411;5.108;112.052833333333;2.3485
2008-11-19;1.3875;0.091;3.604;112.45325;1.8475
2008-11-20;1.09475;0.091;3.102;112.757;1.5965
2008-11-21;2.93458333333333;1.095;5.61;114.115;3.3525
2008-11-22;-0.87075;-2.418;0.593;107.663833333333;-0.9125
2008-11-23;-2.7115;-4.427;0.593;107.036083333333;-1.917
2008-11-24;0.091;0.091;0.091;115.517333333333;0.091
2008-11-25;-0.912333333333333;-2.418;-0.411;110.687583333333;-1.4145
2008-11-26;-3.46466666666667;-6.938;-1.916;107.450583333333;-4.427
2008-11-27;-6.604;-9.451;-3.423;112.402083333333;-6.437
2008-11-28;-3.33908333333333;-6.436;-1.414;114.2655;-3.925
2008-11-29;-2.37691666666667;-5.934;0.593;114.315;-2.6705
2008-11-30;0.342;0.091;1.095;111.635416666667;0.593
2008-12-01;0.0491666666666667;-0.411;0.091;114.2615;-0.16
2008-12-02;-1.24741666666667;-5.431;0.091;112.856166666667;-2.67
2008-12-03;-5.34825;-9.451;-1.916;112.3515;-5.6835
