Jour;T_Mean;T_Min;T_Max;H_Moy;DJ
2008-10-10;11.3458333333333;-0.419;19.664;59.6688333333333;9.6225
2008-10-11;5.81625;-1.93;23.168;74.1673333333333;10.619
2008-10-12;6.48683333333333;-2.434;22.667;67.5629166666667;10.1165
2008-10-13;5.19666666666667;1.594;14.152;96.1306666666667;7.873
2008-10-14;8.74091666666667;-0.419;30.164;79.8761666666667;14.8725
2008-10-15;7.7795;-0.923;27.667;75.3373333333333;13.372
2008-10-16;0.503;-1.93;6.623;97.0194166666667;2.3465
2008-10-17;4.18266666666667;-4.953;22.667;78.7531666666667;8.857
2008-10-18;0.586166666666667;-3.441;8.13;99.8534166666667;2.3445
2008-10-19;4.05108333333333;-5.457;23.168;67.6923333333333;8.8555
2008-10-20;2.00875;-3.945;14.152;89.5115;5.1035
2008-10-21;0.58725;-0.923;3.103;109.294833333333;1.09
2008-10-22;0.503583333333333;-0.923;3.103;108.870666666667;1.09
2008-10-23;-0.209916666666667;-2.434;2.6;107.33825;0.083
2008-10-24;3.88675;-4.449;25.168;88.9935;10.3595
2008-10-25;3.13758333333333;-4.953;16.158;86.691;5.6025
2008-10-26;4.97853846153846;-4.953;29.665;69.4003846153846;12.356
2008-10-27;1.29641666666667;-2.937;16.659;52.2761666666667;6.861
2008-10-28;-2.43366666666667;-4.449;-1.426;108.367416666667;-2.9375
2008-10-29;-0.670916666666667;-1.426;-0.419;110.613166666667;-0.9225
2008-10-30;-0.419;-0.419;-0.419;111.128666666667;-0.419
2008-10-31;-0.503;-0.923;-0.419;111.20725;-0.671
2008-11-01;-0.587;-0.923;-0.419;111.127583333333;-0.671
2008-11-02;-0.419;-0.419;-0.419;111.639583333333;-0.419
2008-11-03;-0.419;-0.419;-0.419;111.522;-0.419
2008-11-04;-0.419;-0.419;-0.419;111.482583333333;-0.419
2008-11-05;-0.419;-0.419;-0.419;111.52125;-0.419
2008-11-06;-0.419;-0.419;-0.419;111.443166666667;-0.419
2008-11-07;-0.419;-0.419;-0.419;111.757083333333;-0.419
2008-11-08;-0.587;-0.923;-0.419;111.200833333333;-0.671
2008-11-09;-0.503;-0.923;-0.419;111.794333333333;-0.671
2008-11-10;-0.587;-0.923;-0.419;111.361;-0.671
2008-11-11;-0.587;-0.923;-0.419;111.593083333333;-0.671
