Jour;T_Mean;T_Min;T_Max;H_Moy;DJ
2008-10-09;7.46916666666667;3.103;13.678;83.123;8.3905
2008-10-10;3.98466666666667;1.588;8.648;97.9705;5.118
2008-10-11;3.52266666666667;1.588;7.64;100.055083333333;4.614
2008-10-12;4.95075;2.093;10.661;96.8843333333333;6.377
2008-10-13;7.2195;4.616;11.667;100.51025;8.1415
2008-10-14;6.50591666666667;4.112;10.661;101.756416666667;7.3865
2008-10-15;5.45616666666667;3.607;8.144;101.983833333333;5.8755
2008-10-16;4.74175;2.598;7.64;103.503083333333;5.119
2008-10-17;3.64908333333333;2.093;5.625;104.871833333333;3.859
2008-10-18;2.97566666666667;1.083;7.137;103.6185;4.11
2008-10-19;1.96616666666667;0.073;6.129;101.741416666667;3.101
2008-10-20;3.94241666666667;1.588;7.64;103.316166666667;4.614
2008-10-21;5.20408333333333;3.607;7.64;106.93325;5.6235
2008-10-22;4.78383333333333;2.093;7.137;104.620916666667;4.615
2008-10-23;3.73283333333333;1.588;7.137;104.879833333333;4.3625
2008-10-24;3.01775;1.083;7.137;104.28;4.11
2008-10-25;2.30316666666667;0.578;4.616;106.368666666667;2.597
2008-10-26;2.13153846153846;1.083;5.12;104.692692307692;3.1015
2008-10-27;2.89158333333333;0.578;6.633;97.5195;3.6055
2008-10-28;1.25133333333333;0.073;2.093;108.027083333333;1.083
2008-10-29;-0.306;-1.443;0.578;105.93075;-0.4325
2008-10-30;-0.1795;-0.432;0.073;107.64375;-0.1795
2008-10-31;0.157166666666667;0.073;0.578;110.755166666667;0.3255
2008-11-01;0.578;0.578;0.578;111.0415;0.578
2008-11-02;0.578;0.578;0.578;111.611166666667;0.578
2008-11-03;0.620083333333333;0.073;1.083;112.3805;0.578
2008-11-04;0.367583333333333;0.073;0.578;112.66275;0.3255
2008-11-05;0.367583333333333;0.073;1.083;112.340416666667;0.578
2008-11-06;0.409666666666667;-0.432;1.588;110.75175;0.578
2008-11-07;-0.642833333333333;-1.949;0.073;103.585333333333;-0.938
2008-11-08;-1.94908333333333;-2.961;-0.938;101.718416666667;-1.9495
2008-11-09;-0.811333333333333;-1.949;0.073;106.137333333333;-0.938
2008-11-10;-0.727;-1.443;0.073;106.58725;-0.685
2008-11-11;-0.221666666666667;-0.938;0.073;110.489833333333;-0.4325
2008-11-12;-0.0953333333333333;-0.432;0.073;112.292833333333;-0.1795
2008-11-13;-0.348;-1.443;0.073;109.721666666667;-0.685
2008-11-14;-1.06416666666667;-1.949;-0.432;105.485333333333;-1.1905
2008-11-15;-1.1905;-1.443;-0.938;104.259583333333;-1.1905
2008-11-16;-1.19033333333333;-1.443;-0.432;105.4565;-0.9375
2008-11-17;-1.73825;-2.961;-0.938;103.708333333333;-1.9495
2008-11-18;-1.19058333333333;-2.455;-0.432;107.2365;-1.4435
2008-11-19;-2.66583333333333;-2.961;-2.455;102.07725;-2.708
2008-11-20;-1.78058333333333;-2.961;-0.432;104.08475;-1.6965
2008-11-21;-0.853416666666667;-1.949;-0.432;107.738166666667;-1.1905
2008-11-22;-2.83458333333333;-4.479;-0.938;109.30475;-2.7085
2008-11-23;-3.50916666666667;-4.479;-2.455;106.801666666667;-3.467
2008-11-24;-1.40125;-2.455;-0.938;111.12;-1.6965
2008-11-25;-1.02216666666667;-1.443;-0.938;113.066;-1.1905
2008-11-26;-1.443;-1.443;-1.443;112.985583333333;-1.443
2008-11-27;-1.48516666666667;-1.949;-1.443;112.8655;-1.696
2008-11-28;-1.1905;-1.443;-0.938;112.985916666667;-1.1905
2008-11-29;-0.642833333333333;-0.938;-0.432;113.4665;-0.685
2008-11-30;-0.432;-0.432;-0.432;114.902916666667;-0.432
2008-12-01;-0.432;-0.432;-0.432;115.338666666667;-0.432
